                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     39,                0.67347,                0.35735,                0.85967,                0.85379,                0.65542,                0.66269,                0.42891,                 1.0987,                0.66323,                 1.0042,             0.00041275,             0.00041275,             0.00041275
                     40,                0.66991,                0.35332,                0.85506,                0.84119,                0.64983,                0.66373,                0.41756,                 1.1494,                0.69331,                 1.0473,             0.00037974,             0.00037974,             0.00037974
                     41,                0.63372,                0.33021,                0.86221,                0.85112,                0.64663,                0.67061,                0.43482,                 1.1244,                0.69474,                 1.0246,             0.00034674,             0.00034674,             0.00034674
                     42,                0.61967,                0.32236,                0.85271,                0.85363,                0.65101,                0.67819,                0.42739,                 1.1377,                0.69978,                 1.0319,             0.00031373,             0.00031373,             0.00031373
                     43,                0.61049,                0.31624,                0.85309,                0.87387,                0.64491,                0.67061,                0.42925,                 1.1258,                0.68125,                 1.0297,             0.00028072,             0.00028072,             0.00028072
                     44,                0.59882,                0.31035,                0.84686,                0.82842,                 0.6621,                0.67933,                0.43146,                 1.1332,                0.67788,                 1.0353,             0.00024772,             0.00024772,             0.00024772
                     45,                0.58949,                0.30456,                0.84241,                0.86727,                0.65139,                0.67993,                0.43558,                 1.1253,                0.65529,                 1.0347,             0.00021471,             0.00021471,             0.00021471
                     46,                  0.587,                0.30345,                0.84383,                0.86678,                0.65784,                0.67602,                 0.4288,                 1.1298,                0.64823,                 1.0376,              0.0001817,              0.0001817,              0.0001817
                     47,                0.58016,                0.29733,                0.84111,                0.84256,                0.65776,                 0.6841,                0.43069,                 1.1326,                0.67027,                 1.0284,              0.0001487,              0.0001487,              0.0001487
                     48,                0.57149,                0.29533,                 0.8396,                0.84333,                0.65862,                0.68445,                0.43451,                 1.1342,                0.66853,                 1.0317,             0.00011569,             0.00011569,             0.00011569
                     49,                0.56497,                0.28872,                 0.8385,                 0.8309,                0.66253,                0.67892,                 0.4338,                 1.1185,                0.66814,                 1.0283,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     50,                0.55518,                0.28638,                0.83572,                0.84992,                0.65636,                0.67896,                0.43284,                 1.1188,                 0.6605,                 1.0268,             4.9677e-05,             4.9677e-05,             4.9677e-05
