                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                0.99481,                0.56959,                0.87671,                0.93853,                0.80688,                0.89808,                0.58019,                 1.1424,                0.72312,                0.90243,             0.00090785,             0.00090785,             0.00090785
                     25,                 0.9986,                0.56261,                0.87316,                0.95668,                0.87863,                0.93706,                 0.6143,                 1.1055,                0.68652,                0.88801,             0.00087484,             0.00087484,             0.00087484
                     26,                0.98886,                0.55738,                0.87053,                0.96023,                0.85616,                0.92096,                0.61306,                 1.1008,                0.67928,                0.89209,             0.00084184,             0.00084184,             0.00084184
                     27,                0.97575,                0.54834,                0.87308,                0.95319,                0.88553,                0.94731,                 0.6084,                 1.1303,                 0.6186,                0.89436,             0.00080883,             0.00080883,             0.00080883
                     28,                0.97983,                0.55066,                0.86973,                0.96601,                0.87375,                0.94629,                0.62938,                    1.1,                 0.6513,                0.88317,             0.00077582,             0.00077582,             0.00077582
                     29,                0.95847,                 0.5381,                0.86896,                0.93122,                0.87619,                0.92818,                0.61703,                 1.0967,                0.60446,                0.89078,             0.00074282,             0.00074282,             0.00074282
                     30,                0.95338,                0.53682,                0.86106,                0.98222,                0.77994,                0.89964,                0.59348,                 1.1237,                0.78191,                0.89328,             0.00070981,             0.00070981,             0.00070981
                     31,                0.94849,                0.53039,                0.86605,                0.97731,                0.79161,                0.91265,                0.62309,                 1.0586,                0.71511,                0.87884,              0.0006768,              0.0006768,              0.0006768
                     32,                0.94255,                0.52551,                0.86477,                0.94832,                0.89376,                0.94409,                 0.6273,                  1.086,                0.60123,                0.89026,              0.0006438,              0.0006438,              0.0006438
                     33,                0.92726,                0.51338,                0.86142,                0.96315,                0.83292,                0.92092,                0.61135,                 1.1065,                0.68731,                0.88884,             0.00061079,             0.00061079,             0.00061079
                     34,                0.92808,                0.50786,                0.86098,                0.96232,                0.86434,                0.94181,                0.62151,                 1.0784,                0.59224,                 0.8884,             0.00057778,             0.00057778,             0.00057778
                     35,                0.92128,                0.51239,                0.86056,                0.94911,                0.86068,                0.94065,                0.62637,                 1.1092,                0.61008,                0.88715,             0.00054478,             0.00054478,             0.00054478
                     36,                 0.9181,                0.50151,                0.86037,                0.95939,                0.89756,                0.95088,                0.63823,                  1.051,                0.55406,                0.88168,             0.00051177,             0.00051177,             0.00051177
                     37,                0.91218,                0.49514,                0.85882,                0.96743,                0.88285,                0.94145,                0.63801,                 1.0348,                0.58062,                0.87777,             0.00047876,             0.00047876,             0.00047876
                     38,                0.91231,                0.50126,                0.86004,                0.97157,                0.83702,                0.93488,                0.63608,                 1.0481,                0.59062,                0.87705,             0.00044576,             0.00044576,             0.00044576
                     39,                0.89296,                0.48889,                 0.8572,                0.94696,                 0.8683,                0.93379,                 0.6311,                 1.0656,                0.59886,                0.88438,             0.00041275,             0.00041275,             0.00041275
                     40,                0.89671,                 0.4884,                0.85423,                0.96079,                0.86235,                0.93327,                0.63399,                 1.0607,                0.59894,                 0.8796,             0.00037974,             0.00037974,             0.00037974
                     41,                 0.8642,                  0.465,                0.84913,                0.97975,                0.83551,                0.91719,                0.61436,                 1.0728,                0.66337,                0.88701,             0.00034674,             0.00034674,             0.00034674
                     42,                0.84481,                0.45374,                0.84425,                0.95959,                0.88115,                0.93466,                 0.6308,                 1.0555,                0.61667,                0.88385,             0.00031373,             0.00031373,             0.00031373
                     43,                0.84247,                0.44799,                0.84602,                0.96142,                0.87449,                  0.945,                0.63852,                 1.0612,                0.57151,                0.88109,             0.00028072,             0.00028072,             0.00028072
                     44,                0.83174,                0.44239,                0.84406,                0.95097,                0.88196,                0.94315,                0.63643,                 1.0307,                0.54959,                0.87699,             0.00024772,             0.00024772,             0.00024772
                     45,                0.82378,                0.43728,                0.84071,                0.96542,                0.87763,                 0.9376,                0.63537,                 1.0373,                0.57377,                0.87629,             0.00021471,             0.00021471,             0.00021471
                     46,                0.81539,                0.43398,                0.84036,                0.96266,                0.87853,                0.93992,                0.63654,                 1.0507,                0.56356,                0.87875,              0.0001817,              0.0001817,              0.0001817
                     47,                0.80905,                0.42764,                0.84051,                0.96331,                0.86988,                0.92717,                0.62469,                  1.058,                0.63892,                0.88398,              0.0001487,              0.0001487,              0.0001487
                     48,                0.79642,                0.41985,                0.83431,                0.96696,                0.87747,                0.93097,                0.63652,                 1.0207,                0.58548,                 0.8751,             0.00011569,             0.00011569,             0.00011569
                     49,                0.78749,                0.41498,                0.83511,                0.95904,                0.88158,                0.93692,                0.64493,                 1.0205,                0.56175,                0.87461,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     50,                0.78631,                0.41274,                0.83539,                0.96198,                0.87428,                 0.9322,                0.63758,                 1.0192,                0.58661,                0.87441,             4.9677e-05,             4.9677e-05,             4.9677e-05
