                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                 1.0781,                0.64021,                0.93662,                0.82455,                0.63165,                0.61712,                0.38065,                 1.2686,                0.82128,                 1.0193,              0.0014855,              0.0014855,              0.0014855
                     13,                 1.0623,                0.62426,                 0.9317,                  0.838,                0.62337,                0.61072,                  0.366,                 1.2932,                0.84468,                 1.0411,               0.001469,               0.001469,               0.001469
                     14,                 1.0429,                0.61012,                0.92848,                0.83807,                0.63346,                0.59388,                 0.3519,                 1.3118,                0.87144,                 1.0508,              0.0014525,              0.0014525,              0.0014525
                     15,                 1.0316,                0.60439,                0.92021,                0.82466,                0.64635,                0.63599,                0.37354,                 1.2781,                0.78092,                 1.0208,               0.001436,               0.001436,               0.001436
                     16,                 1.0206,                0.59342,                0.91831,                 0.8411,                0.60921,                0.64217,                 0.3841,                 1.2937,                0.85694,                 1.0207,              0.0014195,              0.0014195,              0.0014195
                     17,                 1.0064,                0.58755,                  0.913,                0.81766,                0.63621,                0.61627,                 0.3757,                 1.2208,                0.78894,                0.99193,              0.0014029,              0.0014029,              0.0014029
                     18,                 1.0074,                0.58214,                0.91494,                0.80932,                0.66564,                0.64683,                0.38831,                 1.2517,                 0.7616,                 1.0264,              0.0013864,              0.0013864,              0.0013864
                     19,                0.99359,                0.57131,                0.91081,                0.78775,                  0.636,                0.61494,                0.37152,                  1.264,                0.82475,                 1.0145,              0.0013699,              0.0013699,              0.0013699
                     20,                0.97912,                0.56696,                 0.9093,                0.84908,                0.63649,                0.64336,                0.38578,                  1.286,                0.82331,                 1.0389,              0.0013534,              0.0013534,              0.0013534
                     21,                0.98399,                0.55984,                0.90955,                0.85488,                 0.6076,                0.59215,                0.36423,                 1.2661,                0.85197,                 1.0371,              0.0013369,              0.0013369,              0.0013369
                     22,                0.96644,                0.55347,                0.90497,                0.79604,                0.64454,                0.63514,                0.38121,                 1.2849,                0.81428,                 1.0076,              0.0013204,              0.0013204,              0.0013204
                     23,                 0.9751,                 0.5563,                0.90471,                0.85485,                0.63236,                0.63999,                0.36943,                  1.262,                0.83562,                 1.0297,              0.0013039,              0.0013039,              0.0013039
                     24,                0.96766,                0.55422,                0.90604,                0.82922,                0.64737,                0.64588,                0.39555,                 1.2438,                0.77971,                 1.0217,              0.0012874,              0.0012874,              0.0012874
                     25,                 0.9516,                0.54193,                0.89991,                0.80595,                0.65418,                0.61888,                0.35968,                 1.2721,                0.81379,                 1.0205,              0.0012709,              0.0012709,              0.0012709
                     26,                0.94324,                0.53513,                0.89919,                0.82906,                 0.6396,                0.60073,                0.36111,                 1.2875,                0.77549,                 1.0532,              0.0012544,              0.0012544,              0.0012544
                     27,                0.93919,                0.53856,                0.89764,                0.81107,                0.65533,                0.64536,                0.38602,                 1.2849,                 0.8064,                 1.0222,              0.0012379,              0.0012379,              0.0012379
                     28,                0.94046,                0.52979,                0.89452,                0.77847,                0.65553,                 0.6107,                0.37225,                  1.253,                 0.7725,                 1.0077,              0.0012214,              0.0012214,              0.0012214
                     29,                0.92731,                0.52616,                0.89886,                0.84502,                0.64402,                0.63732,                0.40382,                 1.2495,                0.76286,                  1.037,              0.0012049,              0.0012049,              0.0012049
                     30,                0.93099,                0.51825,                0.89651,                0.82731,                0.63439,                0.63143,                0.37685,                 1.2552,                0.81012,                 1.0082,              0.0011884,              0.0011884,              0.0011884
                     31,                0.92537,                0.52156,                0.89542,                0.82847,                0.64932,                0.62845,                0.38537,                 1.2391,                0.76034,                 1.0118,              0.0011719,              0.0011719,              0.0011719
                     32,                0.91064,                0.51104,                0.88979,                 0.8157,                0.65425,                0.63886,                0.38799,                 1.2445,                0.74073,                 1.0071,              0.0011554,              0.0011554,              0.0011554
                     33,                0.91216,                0.51509,                0.89212,                0.87202,                0.64146,                0.62303,                0.37686,                 1.2384,                0.78973,                 1.0251,              0.0011389,              0.0011389,              0.0011389
                     34,                0.90037,                0.50375,                 0.8873,                 0.8073,                0.65198,                0.63226,                0.38433,                  1.219,                 0.7609,                0.99461,              0.0011224,              0.0011224,              0.0011224
                     35,                0.90515,                0.50675,                0.88727,                0.83299,                0.63939,                0.62463,                0.38261,                 1.2579,                0.78899,                  1.033,              0.0011059,              0.0011059,              0.0011059
                     36,                0.89581,                0.50036,                0.88499,                0.83277,                 0.6502,                0.64081,                0.38909,                 1.2359,                0.77442,                 1.0148,              0.0010894,              0.0010894,              0.0010894
                     37,                0.88782,                0.49378,                0.88491,                0.80734,                0.64541,                0.63505,                0.37981,                 1.2987,                0.77296,                 1.0347,              0.0010729,              0.0010729,              0.0010729
                     38,                 0.8765,                0.49166,                0.88247,                0.84371,                0.63461,                0.60902,                0.36152,                 1.2626,                0.78992,                 1.0447,              0.0010564,              0.0010564,              0.0010564
                     39,                0.88724,                0.49427,                0.88402,                0.81188,                0.64566,                 0.6182,                0.38372,                 1.2431,                0.75428,                 1.0232,              0.0010399,              0.0010399,              0.0010399
                     40,                0.88585,                0.48765,                0.88204,                0.85191,                0.63977,                0.63291,                0.39009,                 1.2168,                0.76736,                 1.0262,              0.0010234,              0.0010234,              0.0010234
                     41,                0.87373,                0.48338,                0.88316,                0.85395,                0.64339,                0.66066,                0.39719,                 1.2436,                0.76489,                 1.0158,              0.0010069,              0.0010069,              0.0010069
                     42,                 0.8673,                0.47918,                0.87696,                0.84619,                0.64667,                0.62225,                0.37118,                 1.2725,                0.77543,                 1.0327,             0.00099036,             0.00099036,             0.00099036
                     43,                0.86976,                0.48403,                0.88027,                0.85789,                0.64639,                0.64106,                0.39046,                 1.2285,                0.75328,                 1.0194,             0.00097386,             0.00097386,             0.00097386
                     44,                0.85908,                0.47336,                0.87566,                0.83707,                0.65245,                0.63263,                0.38595,                 1.2351,                0.75043,                 1.0093,             0.00095736,             0.00095736,             0.00095736
                     45,                0.85389,                 0.4729,                0.87461,                0.82927,                0.64625,                0.61814,                0.37446,                 1.2468,                 0.7766,                 1.0078,             0.00094085,             0.00094085,             0.00094085
                     46,                0.85289,                0.47207,                0.87616,                0.80641,                0.65799,                0.66063,                0.40444,                 1.2539,                0.72699,                  1.021,             0.00092435,             0.00092435,             0.00092435
                     47,                0.85265,                 0.4689,                 0.8712,                0.83771,                0.64631,                0.63372,                0.40097,                 1.2077,                0.75819,                 1.0086,             0.00090785,             0.00090785,             0.00090785
                     48,                0.85644,                0.46946,                 0.8764,                0.82013,                0.65491,                 0.6348,                0.39835,                 1.2128,                0.75939,                0.98582,             0.00089134,             0.00089134,             0.00089134
                     49,                 0.8399,                0.46826,                0.87209,                0.86296,                0.64586,                0.64253,                0.40052,                 1.2015,                0.70828,                0.98005,             0.00087484,             0.00087484,             0.00087484
                     50,                0.84259,                0.46025,                0.87228,                0.83526,                 0.6592,                0.64029,                0.39259,                 1.2107,                0.73438,                0.99318,             0.00085834,             0.00085834,             0.00085834
                     51,                0.84887,                0.46391,                 0.8718,                0.83867,                0.65554,                0.64061,                0.39626,                 1.2058,                0.74097,                0.99751,             0.00084184,             0.00084184,             0.00084184
                     52,                 0.8338,                0.45936,                0.86961,                0.84009,                0.65023,                0.63271,                 0.3932,                 1.2045,                0.74122,                 1.0021,             0.00082533,             0.00082533,             0.00082533
                     53,                0.83192,                0.45801,                0.87005,                0.84629,                0.65264,                0.65883,                0.40494,                 1.2216,                0.71648,                 1.0053,             0.00080883,             0.00080883,             0.00080883
                     54,                0.82492,                0.45271,                0.86771,                0.82426,                0.66005,                0.65688,                0.39857,                 1.2342,                0.74349,                  1.011,             0.00079233,             0.00079233,             0.00079233
                     55,                0.82058,                 0.4545,                0.86564,                0.83659,                0.66403,                0.64622,                0.39498,                 1.2017,                  0.706,                0.99581,             0.00077582,             0.00077582,             0.00077582
                     56,                0.82092,                0.44957,                0.86596,                0.87613,                0.65092,                0.64632,                0.39879,                 1.2124,                0.71525,                 1.0073,             0.00075932,             0.00075932,             0.00075932
                     57,                0.81631,                0.44715,                 0.8681,                0.86319,                0.65584,                0.64872,                0.40729,                 1.1708,                 0.7128,                0.98099,             0.00074282,             0.00074282,             0.00074282
                     58,                0.81214,                0.44252,                0.86633,                0.85488,                0.65251,                0.64376,                0.39838,                  1.207,                0.74233,                0.98501,             0.00072631,             0.00072631,             0.00072631
                     59,                0.81305,                0.44122,                0.86422,                0.85121,                0.65616,                0.64056,                0.40882,                 1.1818,                  0.695,                0.98072,             0.00070981,             0.00070981,             0.00070981
                     60,                0.81315,                0.44167,                0.86407,                0.86338,                0.65181,                0.64723,                0.40553,                 1.1935,                0.70031,                  1.011,             0.00069331,             0.00069331,             0.00069331
                     61,                0.80884,                0.44058,                0.86346,                0.82306,                0.66653,                0.67298,                0.42132,                 1.1667,                0.68703,                0.97518,              0.0006768,              0.0006768,              0.0006768
                     62,                0.79582,                0.43298,                0.86021,                0.86236,                0.65611,                0.65984,                0.41715,                 1.1716,                0.68142,                 0.9808,              0.0006603,              0.0006603,              0.0006603
                     63,                 0.8048,                0.43653,                0.86314,                0.85828,                0.65417,                0.64974,                0.40226,                 1.2155,                0.73158,                0.99766,              0.0006438,              0.0006438,              0.0006438
                     64,                0.80101,                0.43451,                0.86232,                0.84003,                0.64714,                0.64681,                0.40315,                 1.2025,                0.72641,                 1.0016,             0.00062729,             0.00062729,             0.00062729
                     65,                 0.7907,                0.43062,                0.85906,                0.83895,                0.65014,                0.65598,                0.40738,                 1.2073,                0.73041,                0.98739,             0.00061079,             0.00061079,             0.00061079
                     66,                0.78892,                0.42852,                0.86034,                0.84363,                0.65681,                 0.6461,                0.40419,                 1.1875,                0.70008,                0.99714,             0.00059429,             0.00059429,             0.00059429
                     67,                0.79037,                0.42483,                0.86107,                 0.8442,                0.65677,                0.66105,                0.41795,                 1.1803,                 0.6963,                0.99733,             0.00057778,             0.00057778,             0.00057778
                     68,                0.78523,                0.42379,                0.86022,                0.83356,                0.66403,                0.64159,                0.40148,                 1.1951,                0.71418,                0.99563,             0.00056128,             0.00056128,             0.00056128
                     69,                0.78909,                0.42218,                0.86137,                0.85505,                0.65886,                0.63956,                0.39773,                 1.1914,                0.71905,                0.99219,             0.00054478,             0.00054478,             0.00054478
                     70,                0.78176,                0.42124,                0.85802,                0.83802,                0.65325,                0.64697,                0.40323,                 1.2033,                0.71783,                 1.0109,             0.00052827,             0.00052827,             0.00052827
                     71,                0.77166,                0.41836,                0.85719,                0.83301,                0.65315,                 0.6415,                0.39758,                 1.2228,                 0.7297,                 1.0036,             0.00051177,             0.00051177,             0.00051177
                     72,                0.77036,                0.41433,                0.85632,                0.85416,                0.65196,                0.65476,                0.40737,                 1.2225,                0.70322,                 1.0127,             0.00049527,             0.00049527,             0.00049527
                     73,                 0.7758,                0.41708,                0.85751,                0.85592,                0.64845,                0.63966,                0.40079,                 1.1999,                0.71489,                 1.0054,             0.00047876,             0.00047876,             0.00047876
                     74,                0.76562,                0.41298,                0.85497,                0.84396,                0.65687,                0.64218,                 0.4026,                 1.1918,                0.70036,                0.99861,             0.00046226,             0.00046226,             0.00046226
                     75,                0.75741,                 0.4079,                0.85275,                0.85574,                0.65056,                0.65039,                0.40187,                 1.1932,                0.70251,                0.99713,             0.00044576,             0.00044576,             0.00044576
                     76,                0.75451,                0.40756,                0.85443,                0.86211,                0.64989,                0.64303,                0.40006,                 1.2099,                0.71641,                 1.0091,             0.00042925,             0.00042925,             0.00042925
                     77,                0.75657,                0.40619,                0.85293,                 0.8528,                0.65357,                 0.6464,                0.40061,                 1.2008,                0.70256,                  1.005,             0.00041275,             0.00041275,             0.00041275
                     78,                0.74945,                0.40085,                0.85201,                0.84045,                0.65654,                0.65348,                 0.4068,                 1.1949,                0.69734,                 1.0042,             0.00039625,             0.00039625,             0.00039625
                     79,                0.74928,                0.40529,                0.85381,                0.84234,                0.65251,                0.64691,                0.40326,                 1.1957,                0.70042,                 1.0077,             0.00037974,             0.00037974,             0.00037974
                     80,                0.74839,                 0.3994,                0.85114,                0.84756,                 0.6578,                0.65183,                0.41069,                 1.1978,                0.69456,                 1.0064,             0.00036324,             0.00036324,             0.00036324
                     81,                0.74846,                0.40064,                0.84886,                0.84204,                0.65394,                0.66076,                0.41439,                 1.1916,                0.69469,                 1.0013,             0.00034674,             0.00034674,             0.00034674
                     82,                 0.7425,                0.39586,                0.85055,                0.85071,                0.65306,                0.65429,                0.41021,                 1.1989,                0.69888,                 1.0089,             0.00033023,             0.00033023,             0.00033023
                     83,                 0.7367,                0.39574,                0.85203,                 0.8171,                0.65994,                0.64711,                0.40297,                  1.206,                0.70423,                 1.0018,             0.00031373,             0.00031373,             0.00031373
                     84,                0.73681,                0.39409,                0.84935,                0.81188,                0.65854,                0.65619,                0.40664,                 1.2021,                0.70322,                  1.005,             0.00029723,             0.00029723,             0.00029723
                     85,                0.73581,                0.39064,                0.84786,                0.85595,                0.65092,                0.66199,                0.41584,                 1.1936,                0.69309,                 1.0061,             0.00028072,             0.00028072,             0.00028072
                     86,                0.72947,                0.39054,                 0.8473,                 0.8573,                0.65181,                0.65383,                0.40952,                 1.1869,                0.69408,                0.99087,             0.00026422,             0.00026422,             0.00026422
                     87,                0.73221,                0.38943,                0.84728,                0.86693,                0.64915,                0.65545,                0.41239,                 1.1911,                  0.698,                 1.0004,             0.00024772,             0.00024772,             0.00024772
                     88,                0.72487,                0.38587,                0.84569,                0.82575,                0.65622,                0.65342,                0.40732,                  1.197,                0.70871,                 1.0029,             0.00023121,             0.00023121,             0.00023121
                     89,                0.72037,                0.38273,                0.84559,                0.82857,                0.66146,                0.66691,                0.41413,                 1.1921,                0.70382,                 0.9985,             0.00021471,             0.00021471,             0.00021471
                     90,                0.71881,                0.38349,                0.84526,                0.85479,                0.65194,                 0.6618,                0.41038,                 1.1964,                0.70568,                0.99452,             0.00019821,             0.00019821,             0.00019821
                     91,                0.67975,                0.36094,                0.83571,                0.83479,                0.65825,                0.66284,                0.41096,                 1.2015,                0.70426,                 1.0046,              0.0001817,              0.0001817,              0.0001817
                     92,                 0.6701,                0.35655,                0.83353,                0.84028,                0.65376,                0.66117,                 0.4092,                 1.2097,                 0.7099,                 1.0099,              0.0001652,              0.0001652,              0.0001652
                     93,                0.66274,                0.35268,                0.83156,                0.84601,                0.65069,                0.64861,                0.40172,                 1.2068,                0.70775,                 1.0084,              0.0001487,              0.0001487,              0.0001487
                     94,                0.66169,                 0.3513,                0.83262,                0.81013,                0.65994,                0.65848,                0.40852,                 1.2035,                0.70723,                 1.0028,             0.00013219,             0.00013219,             0.00013219
                     95,                0.65144,                0.34796,                0.82883,                0.83866,                0.65687,                0.66046,                0.41018,                 1.2068,                0.70689,                 1.0063,             0.00011569,             0.00011569,             0.00011569
                     96,                0.65449,                0.34665,                0.83001,                0.81975,                0.65749,                0.66328,                0.41598,                 1.1992,                0.70532,                 1.0057,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     97,                0.65113,                0.34589,                0.82819,                0.81952,                0.65719,                0.65781,                0.41108,                 1.2011,                0.70868,                 1.0056,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     98,                 0.6454,                0.34084,                0.83142,                0.81241,                0.65533,                0.65943,                0.41322,                 1.2004,                0.71072,                 1.0067,              6.618e-05,              6.618e-05,              6.618e-05
                     99,                0.64318,                0.34066,                0.82656,                0.81996,                0.65789,                 0.6569,                0.40974,                  1.203,                0.70922,                 1.0061,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    100,                0.64219,                0.33896,                 0.8287,                0.82815,                0.65194,                0.65635,                 0.4103,                 1.2045,                0.70708,                  1.007,             3.3173e-05,             3.3173e-05,             3.3173e-05
